TaskNo,PartNo,MousePointX,MousePointY,Time
1,1,1210,742,3544
1,1,1210,742,3545
1,1,1210,742,3546
1,1,1210,742,3547
1,1,1210,742,3548
1,1,1210,742,3549
1,1,1210,742,3550
1,1,1211,740,3551
1,1,1211,740,3552
1,1,1211,740,3553
1,1,1211,740,3554
1,1,1211,740,3555
1,1,1211,740,3556
1,1,1211,740,3557
1,1,1211,740,3558
1,1,1213,736,3559
1,1,1213,736,3560
1,1,1213,736,3561
1,1,1213,736,3562
1,1,1213,736,3563
1,1,1213,736,3564
1,1,1213,736,3565
1,1,1213,736,3566
1,1,1216,733,3567
1,1,1216,733,3568
1,1,1216,733,3569
1,1,1216,733,3570
1,1,1216,733,3571
1,1,1216,733,3572
1,1,1216,733,3573
1,1,1216,733,3574
1,1,1217,728,3575
1,1,1217,728,3576
1,1,1217,728,3577
1,1,1217,728,3578
1,1,1217,728,3579
1,1,1217,728,3580
1,1,1217,728,3581
1,1,1217,728,3582
1,1,1220,725,3583
1,1,1220,725,3584
1,1,1220,725,3585
1,1,1220,725,3586
1,1,1220,725,3587
1,1,1220,725,3588
1,1,1220,725,3589
1,1,1220,725,3590
1,1,1222,722,3591
1,1,1222,722,3592
1,1,1222,722,3593
1,1,1222,722,3594
1,1,1222,722,3595
1,1,1222,722,3596
1,1,1222,722,3597
1,1,1222,722,3598
1,1,1224,721,3599
1,1,1224,721,3600
1,1,1224,721,3601
1,1,1224,721,3602
1,1,1224,721,3603
1,1,1224,721,3604
1,1,1224,721,3605
1,1,1224,721,3606
1,1,1226,718,3607
1,1,1226,718,3608
1,1,1226,718,3609
1,1,1226,718,3610
1,1,1226,718,3611
1,1,1226,718,3612
1,1,1226,718,3613
1,1,1226,718,3614
1,1,1227,717,3615
1,1,1227,717,3616
1,1,1227,717,3617
1,1,1227,717,3618
1,1,1227,717,3619
1,1,1227,717,3620
1,1,1227,717,3621
1,1,1227,717,3622
1,1,1229,715,3623
1,1,1229,715,3624
1,1,1229,715,3625
1,1,1229,715,3626
1,1,1229,715,3627
1,1,1229,715,3628
1,1,1229,715,3629
1,1,1229,715,3630
1,1,1231,713,3631
1,1,1231,713,3632
1,1,1231,713,3633
1,1,1231,713,3634
1,1,1231,713,3635
1,1,1231,713,3636
1,1,1231,713,3637
1,1,1231,713,3638
1,1,1231,712,3639
1,1,1231,712,3640
1,1,1231,712,3641
1,1,1231,712,3642
1,1,1231,712,3643
1,1,1231,712,3644
1,1,1231,712,3645
1,1,1231,712,3646
1,1,1232,710,3647
1,1,1232,710,3648
1,1,1232,710,3649
1,1,1232,710,3650
1,1,1232,710,3651
1,1,1232,710,3652
1,1,1232,710,3653
1,1,1232,710,3654
1,1,1233,709,3655
1,1,1233,709,3656
1,1,1233,709,3657
1,1,1233,709,3658
1,1,1233,709,3659
1,1,1233,709,3660
1,1,1233,709,3661
1,1,1233,709,3662
1,1,1234,707,3663
1,1,1234,707,3664
1,1,1234,707,3665
1,1,1234,707,3666
1,1,1234,707,3667
1,1,1234,707,3668
1,1,1234,707,3669
1,1,1234,707,3670
1,1,1234,705,3671
1,1,1234,705,3672
1,1,1234,705,3673
1,1,1234,705,3674
1,1,1234,705,3675
1,1,1234,705,3676
1,1,1234,705,3677
1,1,1234,705,3678
1,1,1234,702,3679
1,1,1234,702,3680
1,1,1234,702,3681
1,1,1234,702,3682
1,1,1234,702,3683
1,1,1234,702,3684
1,1,1234,702,3685
1,1,1234,702,3686
1,1,1234,699,3687
1,1,1234,699,3688
1,1,1234,699,3689
1,1,1234,699,3690
1,1,1234,699,3691
1,1,1234,699,3692
1,1,1234,699,3693
1,1,1234,699,3694
1,1,1234,696,3695
1,1,1234,696,3696
1,1,1234,696,3697
1,1,1234,696,3698
1,1,1234,696,3699
1,1,1234,696,3700
1,1,1234,696,3701
1,1,1234,696,3702
1,1,1235,694,3703
1,1,1235,694,3704
1,1,1235,694,3705
1,1,1235,694,3706
1,1,1235,694,3707
1,1,1235,694,3708
1,1,1235,694,3709
1,1,1235,694,3710
1,1,1235,693,3711
1,1,1235,693,3712
1,1,1235,693,3713
1,1,1235,693,3714
1,1,1235,693,3715
1,1,1235,693,3716
1,1,1235,693,3717
1,1,1235,693,3718
1,1,1236,691,3719
1,1,1236,691,3720
1,1,1236,691,3721
1,1,1236,691,3722
1,1,1236,691,3723
1,1,1236,691,3724
1,1,1236,691,3725
1,1,1236,691,3726
1,1,1236,690,3727
1,1,1236,690,3728
1,1,1236,690,3729
1,1,1236,690,3730
1,1,1236,690,3731
1,1,1236,690,3732
1,1,1236,690,3733
1,1,1236,688,3734
1,1,1236,688,3735
1,1,1236,688,3736
1,1,1236,688,3737
1,1,1236,688,3738
1,1,1236,688,3739
1,1,1236,688,3740
1,1,1236,688,3741
1,1,1236,688,3742
1,1,1237,687,3743
1,1,1237,687,3744
1,1,1237,687,3745
1,1,1237,687,3746
1,1,1237,687,3747
1,1,1237,687,3748
1,1,1237,687,3749
1,1,1237,687,3750
1,1,1238,686,3751
1,1,1238,686,3752
1,1,1238,686,3753
1,1,1238,686,3754
1,1,1238,686,3755
1,1,1238,686,3756
1,1,1238,686,3757
1,1,1238,686,3758
1,1,1238,685,3759
1,1,1238,685,3760
1,1,1238,685,3761
1,1,1238,685,3762
1,1,1238,685,3763
1,1,1238,685,3764
1,1,1238,685,3765
1,1,1238,685,3766
1,1,1238,684,3767
1,1,1238,684,3768
1,1,1238,684,3769
1,1,1238,684,3770
1,1,1238,684,3771
1,1,1238,684,3772
1,1,1238,684,3773
1,1,1238,684,3774
1,1,1238,683,3775
1,1,1238,683,3776
1,1,1238,683,3777
1,1,1238,683,3778
1,1,1238,683,3779
1,1,1238,683,3780
1,1,1238,683,3781
1,1,1238,683,3782
1,1,1239,681,3783
1,1,1239,681,3784
1,1,1239,681,3785
1,1,1239,681,3786
1,1,1239,681,3787
1,1,1239,681,3788
1,1,1239,681,3789
1,1,1239,681,3790
1,1,1240,679,3791
1,1,1240,679,3792
1,1,1240,679,3793
1,1,1240,679,3794
1,1,1240,679,3795
1,1,1240,679,3796
1,1,1240,679,3797
1,1,1240,679,3798
1,1,1241,678,3799
1,1,1241,678,3800
1,1,1241,678,3801
1,1,1241,678,3802
1,1,1241,678,3803
1,1,1241,678,3804
1,1,1241,678,3805
1,1,1241,678,3806
1,1,1241,675,3807
1,1,1241,675,3808
1,1,1241,675,3809
1,1,1241,675,3810
1,1,1241,675,3811
1,1,1241,675,3812
1,1,1241,675,3813
1,1,1241,675,3814
1,1,1241,674,3815
1,1,1241,674,3816
1,1,1241,674,3817
1,1,1241,674,3818
1,1,1241,674,3819
1,1,1241,674,3820
1,1,1241,674,3821
1,1,1241,674,3822
1,1,1242,672,3823
1,1,1242,672,3824
1,1,1242,672,3825
1,1,1242,672,3826
1,1,1242,672,3827
1,1,1242,672,3828
1,1,1242,672,3829
1,1,1242,672,3830
1,1,1242,671,3831
1,1,1242,671,3832
1,1,1242,671,3833
1,1,1242,671,3834
1,1,1242,671,3835
1,1,1242,671,3836
1,1,1242,671,3837
1,1,1242,671,3838
1,1,1243,669,3839
1,1,1243,669,3840
1,1,1243,669,3841
1,1,1243,669,3842
1,1,1243,669,3843
1,1,1243,669,3844
1,1,1243,669,3845
1,1,1243,669,3846
1,1,1243,668,3847
1,1,1243,668,3848
1,1,1243,668,3849
1,1,1243,668,3850
1,1,1243,668,3851
1,1,1243,668,3852
1,1,1243,668,3853
1,1,1243,668,3854
1,1,1243,666,3855
1,1,1243,666,3856
1,1,1243,666,3857
1,1,1243,666,3858
1,1,1243,666,3859
1,1,1243,666,3860
1,1,1243,666,3861
1,1,1243,666,3862
1,1,1243,664,3863
1,1,1243,664,3864
1,1,1243,664,3865
1,1,1243,664,3866
1,1,1243,664,3867
1,1,1243,664,3868
1,1,1243,664,3869
1,1,1243,664,3870
1,1,1243,663,3871
1,1,1243,663,3872
1,1,1243,663,3873
1,1,1243,663,3874
1,1,1243,663,3875
1,1,1243,663,3876
1,1,1243,663,3877
1,1,1243,663,3878
1,1,1244,661,3879
1,1,1244,661,3880
1,1,1244,661,3881
1,1,1244,661,3882
1,1,1244,661,3883
1,1,1244,661,3884
1,1,1244,661,3885
1,1,1244,661,3886
1,1,1244,658,3887
1,1,1244,658,3888
1,1,1244,658,3889
1,1,1244,658,3890
1,1,1244,658,3891
1,1,1244,658,3892
1,1,1244,658,3893
1,1,1244,658,3894
1,1,1244,655,3895
1,1,1244,655,3896
1,1,1244,655,3897
1,1,1244,655,3898
1,1,1244,655,3899
1,1,1244,655,3900
1,1,1244,655,3901
1,1,1244,655,3902
1,1,1245,652,3903
1,1,1245,652,3904
1,1,1245,652,3905
1,1,1245,652,3906
1,1,1245,652,3907
1,1,1245,652,3908
1,1,1245,652,3909
1,1,1245,652,3910
1,1,1245,650,3911
1,1,1245,650,3912
1,1,1245,650,3913
1,1,1245,650,3914
1,1,1245,650,3915
1,1,1245,650,3916
1,1,1245,650,3917
1,1,1245,650,3918
1,1,1245,648,3919
1,1,1245,648,3920
1,1,1245,648,3921
1,1,1245,648,3922
1,1,1245,648,3923
1,1,1245,648,3924
1,1,1245,648,3925
1,1,1245,648,3926
1,1,1245,646,3927
1,1,1245,646,3928
1,1,1245,646,3929
1,1,1245,646,3930
1,1,1245,646,3931
1,1,1245,646,3932
1,1,1245,646,3933
1,1,1245,646,3934
1,1,1246,644,3935
1,1,1246,644,3936
1,1,1246,644,3937
1,1,1246,644,3938
1,1,1246,644,3939
1,1,1246,644,3940
1,1,1246,644,3941
1,1,1246,644,3942
1,1,1246,642,3943
1,1,1246,642,3944
1,1,1246,642,3945
1,1,1246,642,3946
1,1,1246,642,3947
1,1,1246,642,3948
1,1,1246,642,3949
1,1,1246,642,3950
1,1,1246,641,3951
1,1,1246,641,3952
1,1,1246,641,3953
1,1,1246,641,3954
1,1,1246,641,3955
1,1,1246,641,3956
1,1,1246,641,3957
1,1,1246,641,3958
1,1,1246,639,3959
1,1,1246,639,3960
1,1,1246,639,3961
1,1,1246,639,3962
1,1,1246,639,3963
1,1,1246,639,3964
1,1,1246,639,3965
1,1,1246,639,3966
1,1,1246,637,3967
1,1,1246,637,3968
1,1,1246,637,3969
1,1,1246,637,3970
1,1,1246,637,3971
1,1,1246,637,3972
1,1,1246,637,3973
1,1,1246,637,3974
1,1,1246,637,3975
1,1,1246,637,3976
1,1,1246,635,3977
1,1,1246,635,3978
1,1,1246,635,3979
1,1,1246,635,3980
1,1,1246,635,3981
1,1,1246,635,3982
1,1,1246,633,3983
1,1,1246,633,3984
1,1,1246,633,3985
1,1,1246,633,3986
1,1,1246,633,3987
1,1,1246,633,3988
1,1,1246,633,3989
1,1,1246,633,3990
1,1,1246,631,3991
1,1,1246,631,3992
1,1,1246,631,3993
1,1,1246,631,3994
1,1,1246,631,3995
1,1,1246,631,3996
1,1,1246,631,3997
1,1,1246,631,3998
1,1,1246,629,3999
1,1,1246,629,4000
1,1,1246,629,4001
1,1,1246,629,4002
1,1,1246,629,4003
1,1,1246,629,4004
1,1,1246,629,4005
1,1,1246,629,4006
1,1,1246,625,4007
1,1,1246,625,4008
1,1,1246,625,4009
1,1,1246,625,4010
1,1,1246,625,4011
1,1,1246,625,4012
1,1,1246,625,4013
1,1,1246,625,4014
1,1,1246,621,4015
1,1,1246,621,4016
1,1,1246,621,4017
1,1,1246,621,4018
1,1,1246,621,4019
1,1,1246,621,4020
1,1,1246,621,4021
1,1,1246,621,4022
1,1,1246,619,4023
1,1,1246,619,4024
1,1,1246,619,4025
1,1,1246,619,4026
1,1,1246,619,4027
1,1,1246,619,4028
1,1,1246,619,4029
1,1,1246,619,4030
1,1,1246,616,4031
1,1,1246,616,4032
1,1,1246,616,4033
1,1,1246,616,4034
1,1,1246,616,4035
1,1,1246,616,4036
1,1,1246,616,4037
1,1,1246,616,4038
1,1,1246,614,4039
1,1,1246,614,4040
1,1,1246,614,4041
1,1,1246,614,4042
1,1,1246,614,4043
1,1,1246,614,4044
1,1,1246,614,4045
1,1,1246,614,4046
1,1,1246,611,4047
1,1,1246,611,4048
1,1,1246,611,4049
1,1,1246,611,4050
1,1,1246,611,4051
1,1,1246,611,4052
1,1,1246,611,4053
1,1,1246,611,4054
1,1,1246,608,4055
1,1,1246,608,4056
1,1,1246,608,4057
1,1,1246,608,4058
1,1,1246,608,4059
1,1,1246,608,4060
1,1,1246,608,4061
1,1,1246,608,4062
1,1,1246,605,4063
1,1,1246,605,4064
1,1,1246,605,4065
1,1,1246,605,4066
1,1,1246,605,4067
1,1,1246,605,4068
1,1,1246,605,4069
1,1,1246,605,4070
1,1,1246,602,4071
1,1,1246,602,4072
1,1,1246,602,4073
1,1,1246,602,4074
1,1,1246,602,4075
1,1,1246,602,4076
1,1,1246,602,4077
1,1,1246,602,4078
1,1,1246,600,4079
1,1,1246,600,4080
1,1,1246,600,4081
1,1,1246,600,4082
1,1,1246,600,4083
1,1,1246,600,4084
1,1,1246,600,4085
1,1,1246,600,4086
1,1,1246,596,4087
1,1,1246,596,4088
1,1,1246,596,4089
1,1,1246,596,4090
1,1,1246,596,4091
1,1,1246,596,4092
1,1,1246,596,4093
1,1,1246,596,4094
1,1,1246,593,4095
1,1,1246,593,4096
1,1,1246,593,4097
1,1,1246,593,4098
1,1,1246,593,4099
1,1,1246,593,4100
1,1,1246,593,4101
1,1,1246,593,4102
1,1,1246,591,4103
1,1,1246,591,4104
1,1,1246,591,4105
1,1,1246,591,4106
1,1,1246,591,4107
1,1,1246,591,4108
1,1,1246,591,4109
1,1,1246,591,4110
1,1,1246,589,4111
1,1,1246,589,4112
1,1,1246,589,4113
1,1,1246,589,4114
1,1,1246,589,4115
1,1,1246,589,4116
1,1,1246,589,4117
1,1,1246,589,4118
1,1,1246,587,4119
1,1,1246,587,4120
1,1,1246,587,4121
1,1,1246,587,4122
1,1,1246,587,4123
1,1,1246,587,4124
1,1,1246,587,4125
1,1,1246,587,4126
1,1,1246,587,4127
1,1,1246,587,4128
1,1,1246,587,4129
1,1,1246,587,4130
1,1,1246,587,4131
1,1,1246,587,4132
1,1,1246,587,4133
1,1,1246,587,4134
1,1,1246,584,4135
1,1,1246,584,4136
1,1,1246,584,4137
1,1,1246,584,4138
1,1,1246,584,4139
1,1,1246,584,4140
1,1,1246,584,4141
1,1,1246,584,4142
1,1,1246,582,4143
1,1,1246,582,4144
1,1,1246,582,4145
1,1,1246,582,4146
1,1,1246,582,4147
1,1,1246,582,4149
1,1,1246,579,4150
1,1,1246,579,4151
1,1,1246,579,4152
1,1,1246,579,4153
1,1,1246,579,4154
1,1,1246,579,4155
1,1,1246,579,4156
1,1,1246,579,4157
1,1,1246,579,4158
1,1,1246,577,4159
1,1,1246,577,4160
1,1,1246,577,4161
1,1,1246,577,4162
1,1,1246,577,4163
1,1,1246,577,4164
1,1,1246,577,4165
1,1,1246,577,4166
1,1,1246,575,4167
1,1,1246,575,4168
1,1,1246,575,4169
1,1,1246,575,4170
1,1,1246,575,4171
1,1,1246,575,4172
1,1,1246,575,4173
1,1,1246,575,4174
1,1,1246,572,4175
1,1,1246,572,4176
1,1,1246,572,4177
1,1,1246,572,4178
1,1,1246,572,4179
1,1,1246,572,4180
1,1,1246,572,4181
1,1,1246,572,4182
1,1,1246,570,4183
1,1,1246,570,4184
1,1,1246,570,4185
1,1,1246,570,4186
1,1,1246,570,4187
1,1,1246,570,4188
1,1,1246,570,4189
1,1,1246,570,4190
1,1,1246,568,4191
1,1,1246,568,4192
1,1,1246,568,4193
1,1,1246,568,4194
1,1,1246,568,4195
1,1,1246,568,4196
1,1,1246,568,4197
1,1,1246,568,4198
1,1,1246,564,4199
1,1,1246,564,4200
1,1,1246,564,4201
1,1,1246,564,4202
1,1,1246,564,4203
1,1,1246,564,4204
1,1,1246,564,4205
1,1,1246,564,4206
1,1,1246,561,4207
1,1,1246,561,4208
1,1,1246,561,4209
1,1,1246,561,4210
1,1,1246,561,4211
1,1,1246,561,4212
1,1,1246,561,4213
1,1,1246,561,4214
1,1,1246,559,4215
1,1,1246,559,4216
1,1,1246,559,4217
1,1,1246,559,4218
1,1,1246,559,4219
1,1,1246,559,4220
1,1,1246,559,4221
1,1,1246,559,4222
1,1,1246,556,4223
1,1,1246,556,4224
1,1,1246,556,4225
1,1,1246,556,4226
1,1,1246,556,4227
1,1,1246,556,4228
1,1,1246,556,4229
1,1,1246,556,4230
1,1,1246,552,4231
1,1,1246,552,4232
1,1,1246,552,4233
1,1,1246,552,4234
1,1,1246,552,4235
1,1,1246,552,4236
1,1,1246,552,4237
1,1,1246,552,4238
1,1,1246,548,4239
1,1,1246,548,4240
1,1,1246,548,4241
1,1,1246,548,4242
1,1,1246,548,4243
1,1,1246,548,4244
1,1,1246,548,4245
1,1,1246,548,4246
1,1,1246,542,4247
1,1,1246,542,4248
1,1,1246,542,4249
1,1,1246,542,4250
1,1,1246,542,4251
1,1,1246,542,4252
1,1,1246,542,4253
1,1,1246,542,4254
1,1,1246,538,4255
1,1,1246,538,4256
1,1,1246,538,4257
1,1,1246,538,4258
1,1,1246,538,4259
1,1,1246,538,4260
1,1,1246,538,4261
1,1,1246,538,4262
1,1,1246,534,4263
1,1,1246,534,4264
1,1,1246,534,4265
1,1,1246,534,4266
1,1,1246,534,4267
1,1,1246,534,4268
1,1,1246,534,4269
1,1,1246,534,4270
1,1,1246,531,4271
1,1,1246,531,4272
1,1,1246,531,4273
1,1,1246,531,4274
1,1,1246,531,4275
1,1,1246,531,4276
1,1,1246,531,4277
1,1,1246,531,4278
1,1,1246,527,4279
1,1,1246,527,4280
1,1,1246,527,4281
1,1,1246,527,4282
1,1,1246,527,4283
1,1,1246,527,4284
1,1,1246,527,4285
1,1,1246,527,4286
1,1,1246,525,4287
1,1,1246,525,4288
1,1,1246,525,4289
1,1,1246,525,4290
1,1,1246,525,4291
1,1,1246,525,4292
1,1,1246,525,4293
1,1,1246,525,4294
1,1,1246,522,4295
1,1,1246,522,4296
1,1,1246,522,4297
1,1,1246,522,4298
1,1,1246,522,4299
1,1,1246,522,4300
1,1,1246,522,4301
1,1,1246,522,4302
1,1,1246,521,4303
1,1,1246,521,4304
1,1,1246,521,4305
1,1,1246,521,4306
1,1,1246,521,4307
1,1,1246,521,4308
1,1,1246,521,4309
1,1,1246,521,4310
1,1,1246,520,4311
1,1,1246,520,4312
1,1,1246,520,4313
1,1,1246,520,4314
1,1,1246,520,4315
1,1,1246,520,4316
1,1,1246,520,4317
1,1,1246,520,4318
1,1,1246,518,4319
1,1,1246,518,4320
1,1,1246,518,4321
1,1,1246,518,4322
1,1,1246,518,4323
1,1,1246,518,4324
1,1,1246,518,4325
1,1,1246,518,4326
1,1,1246,517,4327
1,1,1246,517,4328
1,1,1246,517,4329
1,1,1246,517,4330
1,1,1246,517,4331
1,1,1246,517,4332
1,1,1246,517,4333
1,1,1246,517,4334
1,1,1246,515,4335
1,1,1246,515,4336
1,1,1246,515,4337
1,1,1246,515,4338
1,1,1246,515,4339
1,1,1246,515,4340
1,1,1246,515,4341
1,1,1246,515,4342
1,1,1246,512,4343
1,1,1246,512,4344
1,1,1246,512,4345
1,1,1246,512,4346
1,1,1246,512,4347
1,1,1246,512,4348
1,1,1246,512,4349
1,1,1246,512,4350
1,1,1245,510,4351
1,1,1245,510,4352
1,1,1245,510,4353
1,1,1245,510,4354
1,1,1245,510,4355
1,1,1245,510,4356
1,1,1245,510,4357
1,1,1245,509,4358
1,1,1245,509,4359
1,1,1245,509,4360
1,1,1245,509,4361
1,1,1245,509,4362
1,1,1245,509,4363
1,1,1245,509,4364
1,1,1245,509,4365
1,1,1245,509,4366
1,1,1245,506,4367
1,1,1245,506,4368
1,1,1245,506,4369
1,1,1245,506,4370
1,1,1245,506,4371
1,1,1245,506,4372
1,1,1245,506,4373
1,1,1245,506,4374
1,1,1245,504,4375
1,1,1245,504,4376
1,1,1245,504,4377
1,1,1245,504,4378
1,1,1245,504,4379
1,1,1245,504,4380
1,1,1245,504,4381
1,1,1245,504,4382
1,1,1244,501,4383
1,1,1244,501,4384
1,1,1244,501,4385
1,1,1244,501,4386
1,1,1244,501,4387
1,1,1244,501,4388
1,1,1244,501,4389
1,1,1244,501,4390
1,1,1243,500,4391
1,1,1243,500,4392
1,1,1243,500,4393
1,1,1243,500,4394
1,1,1243,500,4395
1,1,1243,500,4396
1,1,1243,500,4397
1,1,1243,500,4398
1,1,1243,499,4399
1,1,1243,499,4400
1,1,1243,499,4401
1,1,1243,499,4402
1,1,1243,499,4403
1,1,1243,499,4404
1,1,1243,499,4405
1,1,1243,499,4406
1,1,1242,497,4407
1,1,1242,497,4408
1,1,1242,497,4409
1,1,1242,497,4410
1,1,1242,497,4411
1,1,1242,497,4412
1,1,1242,497,4413
1,1,1242,497,4414
1,1,1242,496,4415
1,1,1242,496,4416
1,1,1242,496,4417
1,1,1242,496,4418
1,1,1242,496,4419
1,1,1242,496,4420
1,1,1242,496,4421
1,1,1242,496,4422
1,1,1242,495,4423
1,1,1242,495,4424
1,1,1242,495,4425
1,1,1242,495,4426
1,1,1242,495,4427
1,1,1242,495,4428
1,1,1242,495,4429
1,1,1242,495,4430
1,1,1242,495,4431
1,1,1242,495,4432
1,1,1242,495,4433
1,1,1242,495,4434
1,1,1242,495,4435
1,1,1242,495,4436
1,1,1242,495,4437
1,1,1242,495,4438
1,1,1242,494,4439
1,1,1242,494,4440
1,1,1242,494,4441
1,1,1242,494,4442
1,1,1242,494,4443
1,1,1242,494,4444
1,1,1242,494,4445
1,1,1242,494,4446
1,1,1242,494,4447
1,1,1242,494,4448
1,1,1242,494,4449
1,1,1242,494,4450
1,1,1242,494,4451
1,1,1242,494,4452
1,1,1242,494,4453
1,1,1242,494,4454
1,1,1242,492,4455
1,1,1242,492,4456
1,1,1242,492,4457
1,1,1242,492,4458
1,1,1242,492,4459
1,1,1242,492,4460
1,1,1242,492,4461
1,1,1242,492,4462
1,1,1242,492,4463
1,1,1242,492,4464
1,1,1242,492,4465
1,1,1242,492,4466
1,1,1242,492,4467
1,1,1242,492,4468
1,1,1242,492,4469
1,1,1242,492,4470
1,1,1242,489,4471
1,1,1242,489,4472
1,1,1242,489,4473
1,1,1242,489,4474
1,1,1242,489,4475
1,1,1242,489,4476
1,1,1242,489,4477
1,1,1242,489,4478
1,1,1242,488,4479
1,1,1242,488,4480
1,1,1242,488,4481
1,1,1242,488,4482
1,1,1242,488,4483
1,1,1242,488,4484
1,1,1242,488,4485
1,1,1242,488,4486
1,1,1242,486,4487
1,1,1242,486,4488
1,1,1242,486,4489
1,1,1242,486,4490
1,1,1242,486,4491
1,1,1242,486,4492
1,1,1242,486,4493
1,1,1242,486,4494
1,1,1241,483,4495
1,1,1241,483,4496
1,1,1241,483,4497
1,1,1241,483,4498
1,1,1241,483,4499
1,1,1241,483,4500
1,1,1241,483,4501
1,1,1241,483,4502
1,1,1240,480,4503
1,1,1240,480,4504
1,1,1240,480,4505
1,1,1240,480,4506
1,1,1240,480,4507
1,1,1240,480,4508
1,1,1240,480,4509
1,1,1240,480,4510
1,1,1239,478,4511
1,1,1239,478,4512
1,1,1239,478,4513
1,1,1239,478,4514
1,1,1239,478,4515
1,1,1239,478,4516
1,1,1239,478,4517
1,1,1239,478,4518
1,1,1239,475,4519
1,1,1239,475,4520
1,1,1239,475,4521
1,1,1239,475,4522
1,1,1239,475,4523
1,1,1239,475,4524
1,1,1239,475,4525
1,1,1239,475,4526
1,1,1238,473,4527
1,1,1238,473,4528
1,1,1238,473,4529
1,1,1238,473,4530
1,1,1238,473,4531
1,1,1238,473,4532
1,1,1238,473,4533
1,1,1238,473,4534
1,1,1238,471,4535
1,1,1238,471,4536
1,1,1238,471,4537
1,1,1238,471,4538
1,1,1238,471,4539
1,1,1238,471,4540
1,1,1238,471,4541
1,1,1238,471,4542
1,1,1237,469,4543
1,1,1237,469,4544
1,1,1237,469,4545
1,1,1237,469,4546
1,1,1237,469,4547
1,1,1237,469,4548
1,1,1237,469,4549
1,1,1237,467,4550
1,1,1237,467,4551
1,1,1237,467,4552
1,1,1237,467,4553
1,1,1237,467,4554
1,1,1237,467,4555
1,1,1237,467,4556
1,1,1237,467,4557
1,1,1237,467,4558
1,1,1236,464,4559
1,1,1236,464,4560
1,1,1236,464,4561
1,1,1236,464,4562
1,1,1236,464,4563
1,1,1236,464,4564
1,1,1236,464,4565
1,1,1236,464,4566
1,1,1235,461,4567
1,1,1235,461,4568
1,1,1235,461,4569
1,1,1235,461,4570
1,1,1235,461,4571
1,1,1235,461,4572
1,1,1235,461,4573
1,1,1235,461,4574
1,1,1234,457,4575
1,1,1234,457,4576
1,1,1234,457,4577
1,1,1234,457,4578
1,1,1234,457,4579
1,1,1234,457,4580
1,1,1234,457,4581
1,1,1234,457,4582
1,1,1233,455,4583
1,1,1233,455,4584
1,1,1233,455,4585
1,1,1233,455,4586
1,1,1233,455,4587
1,1,1233,455,4588
1,1,1233,455,4589
1,1,1233,449,4590
1,1,1231,449,4591
1,1,1231,449,4592
1,1,1231,449,4593
1,1,1231,449,4594
1,1,1231,449,4595
1,1,1231,449,4596
1,1,1231,449,4597
1,1,1231,449,4598
1,1,1230,446,4599
1,1,1230,446,4600
1,1,1230,446,4601
1,1,1230,446,4602
1,1,1230,446,4603
1,1,1230,446,4604
1,1,1230,446,4605
1,1,1230,446,4606
1,1,1228,443,4607
1,1,1228,443,4608
1,1,1228,443,4609
1,1,1228,443,4610
1,1,1228,443,4611
1,1,1228,443,4612
1,1,1228,443,4613
1,1,1228,443,4614
1,1,1226,438,4615
1,1,1226,438,4616
1,1,1226,438,4617
1,1,1226,438,4618
1,1,1226,438,4619
1,1,1226,438,4620
1,1,1226,438,4621
1,1,1226,438,4622
1,1,1226,435,4623
1,1,1226,435,4624
1,1,1226,435,4625
1,1,1226,435,4626
1,1,1226,435,4627
1,1,1226,435,4628
1,1,1226,435,4629
1,1,1226,435,4630
1,1,1224,433,4631
1,1,1224,433,4632
1,1,1224,433,4633
1,1,1224,433,4634
1,1,1224,433,4635
1,1,1224,433,4636
1,1,1224,433,4637
1,1,1224,431,4638
1,1,1223,431,4639
1,1,1223,431,4640
1,1,1223,431,4641
1,1,1223,431,4642
1,1,1223,431,4643
1,1,1223,431,4644
1,1,1223,431,4645
1,1,1223,431,4646
1,1,1222,427,4647
1,1,1222,427,4648
1,1,1222,427,4649
1,1,1222,427,4650
1,1,1222,427,4651
1,1,1222,427,4652
1,1,1222,427,4653
1,1,1222,427,4654
1,1,1221,424,4655
1,1,1221,424,4656
1,1,1221,424,4657
1,1,1221,424,4658
1,1,1221,424,4659
1,1,1221,424,4660
1,1,1221,424,4661
1,1,1221,424,4662
1,1,1220,423,4663
1,1,1220,423,4664
1,1,1220,423,4665
1,1,1220,423,4666
1,1,1220,423,4667
1,1,1220,423,4668
1,1,1220,423,4669
1,1,1220,423,4670
1,1,1220,421,4671
1,1,1220,421,4672
1,1,1220,421,4673
1,1,1220,421,4674
1,1,1220,421,4675
1,1,1220,421,4676
1,1,1220,421,4677
1,1,1220,421,4678
1,1,1219,420,4679
1,1,1219,420,4680
1,1,1219,420,4681
1,1,1219,420,4682
1,1,1219,420,4683
1,1,1219,420,4684
1,1,1219,420,4685
1,1,1219,420,4686
1,1,1217,418,4687
1,1,1217,418,4688
1,1,1217,418,4689
1,1,1217,418,4690
1,1,1217,418,4691
1,1,1217,418,4692
1,1,1217,418,4693
1,1,1217,418,4694
1,1,1217,415,4695
1,1,1217,415,4696
1,1,1217,415,4697
1,1,1217,415,4698
1,1,1217,415,4699
1,1,1217,415,4700
1,1,1217,415,4701
1,1,1217,415,4702
1,1,1215,413,4703
1,1,1215,413,4704
1,1,1215,413,4705
1,1,1215,413,4706
1,1,1215,413,4707
1,1,1215,413,4708
