TaskNo,PartNo,GazePointX,GazePointY,Time
1,1,1245,452,4162
1,1,1249,446,4166
1,1,1250,449,4169
1,1,1249,452,4172
1,1,1249,455,4176
1,1,1250,463,4179
1,1,1251,455,4183
1,1,1247,455,4186
1,1,1249,459,4189
1,1,1250,453,4192
1,1,1249,459,4196
1,1,1248,451,4199
1,1,1246,458,4202
1,1,1247,455,4206
1,1,1248,456,4209
1,1,1248,452,4213
1,1,1246,455,4216
1,1,1249,453,4219
1,1,1244,454,4223
1,1,1249,454,4226
1,1,1246,454,4229
1,1,1247,456,4232
1,1,1247,456,4236
1,1,1247,450,4239
1,1,1245,450,4242
1,1,1246,450,4246
1,1,1244,456,4249
1,1,1248,454,4253
1,1,1247,457,4256
1,1,1246,454,4259
1,1,1245,453,4262
1,1,1245,454,4266
1,1,1243,454,4269
1,1,1243,454,4272
1,1,1245,456,4276
1,1,1246,449,4279
1,1,1246,452,4283
1,1,1248,450,4286
1,1,1247,452,4289
1,1,1248,449,4292
1,1,1247,449,4296
1,1,1245,449,4299
1,1,1249,450,4302
1,1,1246,450,4306
1,1,1242,452,4309
1,1,1243,456,4312
1,1,1243,456,4316
1,1,1244,453,4319
1,1,1247,449,4322
1,1,1244,446,4326
1,1,1245,448,4329
1,1,1244,454,4332
1,1,1242,456,4336
1,1,1246,451,4339
1,1,1246,452,4342
1,1,1245,451,4346
1,1,1242,453,4349
1,1,1244,451,4353
1,1,1243,448,4356
1,1,1243,452,4359
1,1,1247,454,4362
1,1,1242,450,4366
1,1,1246,452,4369
1,1,1245,455,4372
1,1,1246,455,4376
1,1,1246,452,4379
1,1,1244,454,4382
1,1,1243,458,4386
1,1,1244,455,4389
1,1,1244,453,4392
1,1,1243,450,4396
1,1,1244,457,4399
1,1,1243,457,4402
1,1,1242,455,4406
1,1,1245,450,4409
1,1,1244,453,4412
1,1,1243,461,4416
1,1,1245,451,4419
1,1,1245,457,4422
1,1,1244,457,4426
1,1,1242,455,4429
1,1,1248,454,4432
1,1,1246,456,4436
1,1,1243,458,4439
1,1,1246,459,4442
1,1,1245,455,4446
1,1,1243,455,4449
1,1,1244,459,4452
1,1,1249,456,4456
1,1,1246,458,4459
1,1,1246,454,4462
1,1,1247,456,4466
1,1,1245,462,4469
1,1,1247,457,4472
1,1,1244,462,4476
1,1,1244,455,4479
1,1,1244,459,4482
1,1,1244,461,4486
1,1,1247,455,4489
1,1,1243,456,4492
1,1,1248,453,4496
1,1,1245,458,4499
1,1,1241,460,4502
1,1,1243,460,4506
1,1,1245,459,4509
1,1,1248,457,4512
1,1,1248,458,4516
1,1,1248,456,4519
1,1,1248,458,4522
1,1,1244,459,4526
1,1,1246,456,4529
1,1,1245,460,4532
1,1,1246,455,4536
1,1,1247,456,4539
1,1,1248,456,4542
1,1,1247,458,4546
1,1,1246,455,4549
1,1,1247,455,4552
1,1,1247,453,4556
1,1,1247,455,4559
1,1,1244,454,4562
1,1,1245,458,4566
1,1,1245,456,4569
1,1,1248,455,4572
1,1,1247,459,4576
1,1,1246,456,4579
1,1,1246,458,4582
1,1,1245,459,4586
1,1,1244,459,4589
1,1,1245,457,4592
1,1,1246,456,4596
1,1,1248,453,4599
1,1,1247,457,4602
1,1,1245,457,4606
1,1,1247,454,4609
1,1,1249,455,4612
1,1,1245,456,4616
1,1,1246,455,4619
1,1,1248,451,4622
1,1,1247,460,4626
1,1,1243,457,4629
1,1,1242,466,4632
1,1,1236,474,4636
1,1,1238,476,4639
1,1,1236,470,4642
1,1,1238,474,4646
1,1,1241,473,4649
1,1,1238,474,4652
1,1,1238,470,4656
1,1,1238,474,4659
1,1,1241,472,4662
1,1,1238,465,4666
1,1,1235,472,4669
1,1,1237,478,4672
1,1,1237,467,4676
1,1,1238,468,4679
1,1,1238,472,4682
1,1,1238,468,4686
1,1,1239,469,4689
1,1,1235,472,4692
1,1,1238,468,4696
1,1,1235,464,4699
1,1,1236,468,4702
1,1,1240,464,4706
1,1,1241,470,4709
1,1,1238,467,4712
1,1,1236,462,4716
1,1,1236,466,4719
1,1,1235,467,4722
1,1,1234,471,4726
1,1,1234,463,4729
1,1,1239,465,4732
1,1,1235,463,4736
1,1,1237,468,4739
1,1,1234,463,4742
1,1,1235,462,4746
1,1,1235,462,4749
1,1,1233,462,4752
1,1,1230,463,4756
1,1,1234,460,4759
1,1,1233,461,4762
1,1,1234,460,4766
1,1,1235,459,4769
1,1,1233,454,4772
1,1,1230,461,4776
1,1,1229,460,4779
1,1,1227,458,4782
1,1,1228,460,4786
1,1,1229,461,4789
1,1,1218,458,4792
1,1,1198,440,4796
1,1,1167,414,4799
1,1,1132,383,4802
1,1,1110,359,4806
1,1,1090,343,4809
1,1,1085,339,4812
1,1,1087,333,4816
1,1,1094,330,4819
1,1,1103,326,4822
1,1,1100,331,4826
1,1,1097,334,4829
1,1,1093,336,4832
1,1,1097,330,4836
1,1,1096,334,4839
1,1,1093,332,4842
1,1,1092,333,4846
1,1,1095,335,4849
1,1,1091,329,4852
1,1,1092,331,4856
1,1,1094,336,4859
1,1,1094,329,4862
1,1,1092,332,4866
1,1,1092,328,4869
1,1,1091,333,4872
1,1,1089,328,4876
1,1,1090,328,4879
1,1,1089,329,4882
1,1,1087,330,4886
1,1,1088,330,4889
1,1,1089,329,4892
1,1,1085,326,4896
1,1,1089,328,4899
1,1,1087,324,4902
1,1,1084,326,4906
1,1,1087,327,4909
1,1,1084,322,4912
1,1,1085,327,4916
1,1,1084,328,4919
1,1,1087,330,4922
1,1,1087,329,4926
1,1,1085,327,4929
1,1,1084,328,4932
1,1,1082,325,4936
1,1,1085,327,4939
1,1,1087,324,4942
1,1,1085,328,4946
1,1,1088,327,4949
1,1,1084,324,4952
1,1,1085,331,4956
1,1,1085,324,4959
1,1,1084,328,4962
1,1,1082,325,4966
1,1,1084,327,4969
1,1,1085,329,4972
1,1,1082,327,4976
1,1,1082,327,4979
1,1,1084,327,4982
1,1,1085,327,4986
1,1,1082,326,4989
1,1,1084,327,4992
1,1,1082,322,4996
1,1,1083,327,4999
1,1,1086,326,5002
1,1,1085,323,5006
1,1,1084,322,5009
1,1,1083,328,5012
1,1,1085,328,5016
1,1,1083,327,5019
1,1,1084,327,5022
1,1,1082,327,5026
1,1,1081,325,5029
1,1,1084,322,5032
1,1,1080,328,5036
1,1,1081,325,5039
1,1,1084,326,5042
1,1,1081,329,5046
1,1,1085,324,5049
1,1,1083,325,5052
1,1,1082,327,5056
1,1,1084,328,5059
1,1,1081,325,5062
1,1,1084,325,5066
1,1,1083,322,5069
1,1,1080,323,5072
1,1,1080,325,5076
1,1,1082,324,5079
1,1,1082,321,5082
1,1,1080,325,5086
1,1,1080,318,5089
1,1,1082,325,5092
1,1,1082,326,5096
1,1,1080,322,5099
1,1,1083,325,5102
1,1,1085,326,5106
1,1,1082,324,5109
1,1,1083,325,5112
1,1,1084,321,5116
1,1,1083,330,5119
1,1,1083,322,5122
1,1,1083,321,5126
1,1,1083,321,5129
1,1,1081,321,5132
1,1,1080,319,5136
1,1,1079,325,5139
1,1,1083,324,5142
1,1,1081,320,5146
1,1,1087,323,5149
1,1,1081,321,5152
1,1,1085,325,5156
1,1,1082,325,5159
1,1,1082,323,5162
1,1,1083,319,5166
1,1,1082,323,5169
1,1,1082,316,5172
1,1,1083,317,5176
1,1,1083,318,5179
1,1,1081,320,5182
1,1,1079,326,5186
1,1,1068,328,5189
1,1,1044,306,5192
1,1,1016,296,5196
1,1,994,292,5199
1,1,980,285,5202
1,1,970,277,5206
1,1,969,272,5209
1,1,953,267,5212
1,1,980,278,5216
1,1,984,274,5219
1,1,983,274,5222
1,1,982,278,5226
1,1,975,276,5229
1,1,982,277,5232
1,1,982,281,5236
1,1,982,276,5239
1,1,982,279,5242
1,1,980,283,5246
1,1,980,276,5249
1,1,978,277,5252
1,1,981,276,5256
1,1,979,276,5259
1,1,982,274,5262
1,1,975,277,5266
1,1,979,276,5269
1,1,980,275,5272
1,1,978,276,5276
1,1,976,271,5279
1,1,1000,283,5282
1,1,976,277,5286
1,1,976,274,5289
1,1,976,273,5292
1,1,977,276,5296
1,1,977,278,5299
1,1,978,276,5302
1,1,977,275,5306
1,1,977,276,5309
1,1,974,278,5312
1,1,974,276,5316
1,1,977,281,5319
1,1,976,280,5322
1,1,977,283,5326
1,1,978,280,5329
1,1,977,278,5332
1,1,978,277,5336
1,1,979,277,5339
1,1,976,281,5342
1,1,974,277,5346
1,1,977,275,5349
1,1,975,275,5352
1,1,975,271,5356
1,1,975,276,5359
1,1,974,277,5362
1,1,975,274,5366
1,1,977,279,5369
1,1,978,277,5372
1,1,975,278,5376
1,1,977,280,5379
1,1,977,275,5382
1,1,973,275,5386
1,1,975,278,5389
1,1,979,278,5392
1,1,977,277,5396
1,1,977,277,5399
1,1,956,274,5402
1,1,976,276,5406
1,1,976,279,5409
1,1,977,281,5412
1,1,975,279,5416
1,1,975,279,5419
1,1,974,278,5422
1,1,971,275,5426
1,1,975,276,5429
1,1,976,275,5432
1,1,977,276,5436
1,1,975,277,5439
1,1,977,276,5442
1,1,972,277,5446
1,1,976,278,5449
1,1,979,283,5452
1,1,975,273,5456
1,1,977,278,5459
1,1,974,279,5462
1,1,971,277,5466
1,1,976,278,5469
1,1,975,275,5472
1,1,972,271,5476
1,1,974,274,5479
1,1,971,274,5482
1,1,975,273,5486
1,1,955,271,5489
1,1,973,277,5492
1,1,976,274,5496
1,1,978,276,5499
1,1,976,274,5502
1,1,973,281,5506
1,1,979,278,5509
1,1,977,277,5512
1,1,976,275,5516
1,1,976,274,5519
1,1,975,272,5522
1,1,976,277,5526
1,1,972,274,5529
1,1,976,279,5532
1,1,973,273,5536
1,1,955,284,5539
1,1,973,279,5542
1,1,973,281,5546
1,1,974,279,5549
1,1,952,269,5552
1,1,975,273,5556
1,1,976,273,5559
1,1,975,272,5562
1,1,996,279,5566
1,1,975,273,5569
1,1,978,278,5572
1,1,974,275,5576
1,1,972,276,5579
1,1,975,268,5582
1,1,979,274,5586
1,1,976,273,5589
1,1,977,275,5592
1,1,975,276,5596
1,1,972,275,5599
1,1,974,274,5602
1,1,973,273,5606
1,1,974,273,5609
1,1,972,275,5612
1,1,974,274,5616
1,1,976,272,5619
1,1,977,274,5622
1,1,975,275,5626
1,1,972,273,5629
1,1,975,274,5632
1,1,975,275,5636
1,1,953,269,5639
1,1,973,273,5642
1,1,976,275,5646
1,1,975,273,5649
1,1,973,277,5652
1,1,975,274,5656
1,1,974,277,5659
1,1,974,274,5662
1,1,978,277,5666
1,1,974,277,5669
1,1,975,276,5672
1,1,976,277,5676
1,1,959,269,5679
1,1,977,278,5682
1,1,974,275,5686
1,1,975,279,5689
1,1,975,272,5692
1,1,973,274,5696
1,1,974,273,5699
1,1,974,274,5702
1,1,974,276,5706
1,1,976,276,5709
1,1,977,278,5712
1,1,977,275,5716
1,1,971,273,5719
1,1,976,274,5722
1,1,978,275,5726
1,1,992,277,5729
1,1,975,277,5732
1,1,976,277,5736
1,1,973,276,5739
1,1,976,274,5742
1,1,973,273,5746
1,1,975,274,5749
1,1,972,274,5752
1,1,975,274,5756
1,1,974,273,5759
1,1,974,275,5762
1,1,975,274,5766
1,1,975,275,5769
1,1,972,273,5772
1,1,973,272,5776
1,1,972,274,5779
1,1,976,273,5782
1,1,973,270,5786
1,1,974,271,5789
1,1,972,270,5792
1,1,972,272,5796
1,1,973,268,5799
1,1,972,272,5802
1,1,974,274,5806
1,1,972,275,5809
1,1,972,273,5812
1,1,972,273,5815
1,1,971,274,5819
1,1,971,272,5822
1,1,973,271,5826
1,1,974,274,5829
1,1,970,272,5832
1,1,973,276,5836
1,1,970,272,5839
1,1,971,272,5842
1,1,971,275,5846
1,1,975,276,5849
1,1,972,272,5852
1,1,974,271,5855
1,1,974,274,5859
1,1,973,276,5862
1,1,953,269,5866
1,1,974,276,5869
1,1,975,275,5872
1,1,973,274,5875
1,1,977,276,5879
1,1,971,274,5882
1,1,975,277,5885
1,1,975,271,5889
1,1,971,274,5892
1,1,970,276,5896
1,1,971,273,5899
1,1,970,277,5902
1,1,971,275,5906
1,1,971,277,5909
1,1,974,274,5912
1,1,956,269,5915
1,1,971,275,5919
1,1,970,273,5922
1,1,970,277,5925
1,1,974,275,5929
1,1,975,272,5932
1,1,972,275,5936
1,1,973,278,5939
1,1,951,265,5942
1,1,972,275,5945
1,1,973,271,5949
1,2,967,253,7
1,2,972,248,24
1,2,980,234,41
1,2,975,249,57
1,2,971,252,74
1,2,971,244,91
1,2,973,230,107
1,2,976,235,124
1,2,969,228,141
1,2,980,253,157
1,2,978,231,174
1,2,973,246,191
1,2,974,243,207
1,2,962,237,224
1,2,971,248,241
1,2,984,233,257
1,2,980,230,274
1,2,973,258,291
1,2,975,245,307
1,2,975,255,324
1,2,975,251,341
1,2,975,249,357
1,2,971,253,374
1,2,979,251,391
1,2,983,236,407
1,2,977,255,424
1,2,976,251,441
1,2,981,232,457
1,2,986,228,474
1,2,986,247,491
1,2,977,254,507
1,2,982,248,524
1,2,980,255,541
1,2,982,231,557
1,2,985,256,574
1,2,976,254,591
1,2,979,233,607
1,2,985,243,624
1,2,984,243,641
1,2,977,254,657
1,2,981,255,674
1,2,985,226,691
1,2,982,253,707
1,2,981,247,724
1,2,987,246,741
1,2,984,247,757
1,2,980,252,774
1,2,987,233,791
1,2,985,241,807
1,2,982,255,824
1,2,980,242,841
1,2,978,238,857
1,2,978,254,874
1,2,981,261,891
1,2,980,248,907
1,2,988,243,924
1,2,983,260,941
1,2,981,257,957
1,2,987,266,974
1,2,1063,254,991
1,2,1038,268,1007
1,2,1049,266,1024
1,2,1054,265,1040
1,2,1042,273,1057
1,2,1052,271,1074
1,2,1051,261,1091
1,2,1056,264,1107
1,2,1062,243,1124
1,2,1053,271,1141
1,2,1046,248,1157
1,2,1060,274,1174
1,2,1060,278,1190
1,2,1044,284,1207
1,2,1065,271,1224
1,2,1062,279,1241
1,2,1059,267,1257
1,2,1145,300,1274
1,2,1127,295,1290
1,2,1126,282,1307
1,2,1134,292,1324
1,2,1125,291,1340
1,2,1124,304,1357
1,2,1130,299,1374
1,2,1125,294,1390
1,2,1129,295,1407
1,2,1128,292,1424
1,2,1124,294,1440
1,2,1121,293,1457
1,2,1128,289,1474
1,2,1127,290,1490
1,2,1129,300,1507
1,2,1122,296,1524
1,2,1128,303,1540
1,2,1129,299,1557
1,2,1129,293,1574
1,2,1130,300,1590
1,2,1131,296,1607
1,2,1125,302,1624
1,2,1127,300,1640
1,2,1129,290,1657
1,2,1123,292,1674
1,2,1130,295,1690
1,2,1122,293,1707
1,2,1126,302,1724
1,2,1128,293,1740
1,2,1189,355,1757
1,2,1174,345,1774
1,2,1180,341,1790
1,2,1177,332,1807
1,2,1181,347,1824
1,2,1184,356,1840
1,2,1181,349,1857
1,2,1184,366,1874
1,2,1182,352,1890
1,2,1184,356,1907
1,2,1182,370,1924
1,2,1189,341,1940
1,2,1193,350,1957
1,2,1202,351,1974
1,2,1192,351,1990
1,2,1193,338,2007
1,2,1202,342,2024
1,2,1192,344,2040
1,2,1196,351,2057
1,2,1191,368,2074
1,2,1196,346,2090
1,2,1199,346,2107
1,2,1193,360,2124
1,2,1195,355,2140
1,2,1197,365,2157
1,2,1193,370,2174
1,2,1199,383,2190
1,2,1271,443,2207
1,2,1247,471,2224
1,2,1257,469,2240
1,2,1254,453,2257
1,2,1257,456,2274
1,2,1255,459,2290
1,2,1250,464,2307
1,2,1261,451,2324
1,2,1253,462,2340
1,2,1254,469,2357
1,2,1263,455,2374
1,2,1259,464,2390
1,2,1256,466,2407
1,2,1263,441,2424
1,2,1256,469,2440
1,2,1260,494,2457
1,2,1263,484,2474
1,2,1258,463,2490
1,2,1268,453,2507
1,2,1265,469,2524
1,2,1260,468,2540
1,2,1258,480,2557
1,2,1256,467,2574
1,2,1254,465,2590
1,2,1261,508,2607
1,2,1252,482,2624
1,2,1258,483,2640
1,2,1264,470,2657
1,2,1262,476,2674
1,2,1257,491,2690
1,2,1275,642,2707
1,2,1264,625,2724
1,2,1273,590,2740
1,2,1274,580,2757
1,2,1273,601,2773
1,2,1278,624,2790
1,2,1290,618,2807
1,2,1274,625,2824
1,2,1278,626,2840
1,2,1274,651,2857
1,2,1271,603,2874
1,2,1292,593,2890
1,2,1271,665,2907
1,2,1271,644,2923
1,2,1285,592,2940
1,2,1269,687,2957
1,2,1283,623,2974
1,2,1283,604,2990
1,2,1269,682,3007
1,2,1269,650,3023
1,2,1280,598,3040
1,2,1286,637,3057
1,2,1267,656,3074
1,2,1223,747,3090
1,2,1221,742,3107
1,2,1238,732,3123
1,2,1231,745,3140
1,2,1242,751,3157
1,2,1234,736,3173
1,2,1233,731,3190
1,2,1226,741,3207
1,2,1226,723,3224
1,2,1240,703,3240
1,2,1222,745,3257
1,2,1219,746,3273
1,2,1246,694,3290
1,2,1222,730,3307
1,2,1166,809,3323
1,2,1188,776,3340
1,2,1184,792,3357
1,2,1179,791,3373
1,2,1196,787,3390
1,2,1182,805,3407
1,2,1192,778,3423
1,2,1187,772,3440
1,2,1195,785,3457
1,2,1181,784,3473
1,2,1197,772,3490
1,2,1175,784,3507
1,2,1061,883,3523
1,2,1097,864,3540
1,2,1093,874,3557
1,2,1090,861,3573
1,2,1106,854,3590
1,2,1109,844,3607
1,2,1109,853,3623
1,2,1122,834,3640
1,2,1104,865,3657
1,2,1104,844,3673
1,2,1110,839,3690
1,2,1123,825,3707
1,2,1098,833,3723
1,2,1124,809,3740
1,2,1111,837,3757
1,2,1107,846,3773
1,2,1128,814,3790
1,2,1124,812,3807
1,2,1114,827,3823
1,2,1112,844,3840
1,2,995,853,3857
1,2,1027,839,3873
1,2,1026,846,3890
1,2,1015,847,3907
1,2,1017,835,3923
1,2,1012,842,3940
1,2,1019,843,3957
1,2,1019,843,3973
1,2,1031,827,3990
1,2,1017,822,4007
1,2,1016,838,4023
1,2,1020,833,4040
1,2,1013,841,4057
1,2,1027,804,4073
1,2,1022,812,4090
1,2,1024,814,4107
1,2,1016,805,4123
1,2,1018,788,4140
1,2,1016,791,4157
1,2,1010,813,4173
1,2,1004,793,4190
1,2,1011,786,4207
1,2,1018,789,4223
1,2,995,776,4240
1,2,952,809,4257
1,2,928,812,4273
1,2,930,800,4290
1,2,931,806,4307
1,2,922,826,4323
1,2,936,796,4340
1,2,957,784,4357
1,2,933,794,4373
1,2,929,802,4390
1,2,921,816,4407
1,2,926,810,4423
1,2,920,802,4440
1,2,907,808,4457
1,2,944,799,4473
1,2,933,812,4490
1,2,922,812,4507
1,2,925,790,4523
1,2,926,815,4540
1,2,926,803,4557
1,2,929,816,4573
1,2,939,803,4590
1,2,927,817,4607
1,2,918,834,4623
1,2,921,831,4640
1,2,913,829,4657
1,2,826,848,4673
1,2,847,819,4690
1,2,823,788,4707
1,2,850,834,4723
1,2,835,816,4740
1,2,850,819,4756
1,2,843,839,4773
1,2,844,822,4790
1,2,829,829,4807
1,2,840,829,4823
1,2,842,824,4840
1,2,843,811,4856
1,2,839,823,4873
1,2,839,823,4890
1,2,827,806,4906
1,2,848,821,4923
1,2,838,834,4940
1,2,843,810,4957
1,2,828,827,4973
1,2,845,802,4990
1,2,707,773,5006
1,2,711,743,5023
1,2,735,750,5040
1,2,733,762,5056
1,2,731,762,5073
1,2,740,764,5090
1,2,739,762,5106
1,2,733,751,5123
1,2,742,764,5140
1,2,723,748,5156
1,2,731,762,5173
1,2,731,765,5190
1,2,730,755,5206
1,2,714,748,5223
1,2,739,765,5240
1,2,738,754,5256
1,2,737,750,5273
1,2,720,730,5290
1,2,732,764,5306
1,2,743,782,5323
1,2,744,778,5340
1,2,732,761,5356
1,2,733,754,5372
1,2,737,747,5390
1,2,671,720,5406
1,2,692,637,5423
1,2,680,664,5440
1,2,689,693,5456
1,2,683,687,5472
1,2,683,663,5490
1,2,687,682,5506
1,2,686,667,5523
1,2,690,677,5540
1,2,685,685,5556
1,2,679,675,5573
1,2,676,671,5590
1,2,683,663,5606
1,2,683,670,5623
1,2,689,688,5640
1,2,675,652,5656
1,2,688,661,5673
1,2,684,667,5690
1,2,663,634,5706
1,2,673,589,5723
1,2,662,587,5740
1,2,661,596,5756
1,2,654,584,5773
1,2,662,580,5790
1,2,666,595,5806
1,2,654,547,5823
1,2,668,586,5840
1,2,676,614,5856
1,2,663,580,5873
1,2,665,585,5890
1,2,664,592,5906
1,2,670,591,5923
1,2,672,601,5940
1,2,653,550,5956
1,2,665,573,5973
1,2,670,569,5990
1,2,681,623,6006
1,2,658,546,6023
1,2,650,466,6040
1,2,655,468,6056
1,2,652,465,6073
1,2,652,468,6090
1,2,650,466,6106
1,2,655,461,6123
1,2,654,460,6140
1,2,656,472,6156
1,2,643,463,6173
1,2,654,468,6190
1,2,659,492,6206
1,2,666,470,6223
1,2,661,400,6240
1,2,652,460,6256
1,2,661,466,6273
1,2,647,400,6290
1,2,656,446,6306
1,2,661,448,6323
1,2,652,449,6340
1,2,662,454,6356
1,2,664,428,6373
1,2,656,455,6390
1,2,664,484,6406
1,2,666,492,6423
1,2,675,469,6440
1,2,753,307,6456
1,2,752,288,6473
1,2,748,321,6489
1,2,750,312,6506
1,2,739,296,6523
1,2,738,304,6540
1,2,750,321,6556
1,2,750,296,6573
1,2,750,314,6589
1,2,750,326,6606
1,2,753,320,6623
1,2,749,316,6640
1,2,759,313,6656
1,2,742,314,6673
1,2,752,341,6690
1,2,757,337,6706
1,2,751,328,6723
1,2,751,331,6739
1,2,761,329,6756
1,2,751,323,6773
1,2,895,281,6790
1,2,909,260,6806
1,2,907,273,6823
1,2,908,274,6839
1,2,911,267,6856
1,2,909,263,6873
1,2,904,285,6889
1,2,906,277,6906
1,2,911,272,6923
1,2,907,282,6939
1,2,906,272,6956
1,2,908,275,6973
1,2,908,276,6989
1,2,906,274,7006
1,2,910,283,7023
1,2,907,278,7039
1,2,908,279,7056
1,2,910,269,7073
1,2,907,269,7089
1,2,909,284,7106
1,2,908,273,7123
1,2,914,285,7139
1,2,910,271,7156
1,2,920,279,7173
1,2,931,261,7189
1,2,936,254,7206
1,2,938,270,7223
1,2,935,257,7239
1,2,950,261,7256
1,2,938,258,7273
1,2,942,252,7289
1,2,933,252,7306
1,2,936,253,7323
1,2,938,261,7339
1,2,932,260,7356
1,2,932,272,7373
1,2,934,262,7389
1,2,929,252,7406
1,2,928,269,7423
1,2,931,275,7439
1,2,930,267,7456
1,2,928,289,7473
1,2,936,272,7489
1,2,931,279,7506
1,2,929,271,7523
1,2,962,294,7539
1,2,968,280,7556
1,2,965,271,7573
1,2,972,270,7589
1,2,966,274,7606
1,2,971,268,7623
1,2,967,279,7639
1,2,969,266,7656
1,2,968,279,7673
1,2,969,255,7689
1,2,970,260,7706
